model_id,run_name,num_categories,num_subcategories,num_games,dist_min,dist_mean,dist_max,dist_stdev,avg_path_length,num_edges,num_nodes,recall,precision,f1,num_hallucinations,hallucinated_names
claude-haiku-4-5-20251001,1claude_79ddf346,5,11,42,5,8.4,13,3.44,3.0,58,59,1.0,1.0,1.0,0,
claude-haiku-4-5-20251001,2claude_08dd8424,4,11,42,5,10.5,17,5.2,3.0,57,58,1.0,1.0,1.0,0,
claude-haiku-4-5-20251001,3claude_485dfa58,5,13,42,2,8.4,13,4.04,3.0,60,61,1.0,1.0,1.0,0,
claude-opus-4-6,1claude_b570df44,6,8,42,1,7,20,7.35,2.83,56,57,1.0,1.0,1.0,0,
claude-opus-4-6,2claude_e820b3b5,6,10,42,2,7,15,5.44,2.88,58,59,1.0,1.0,1.0,0,
claude-opus-4-6,3claude_59240d42,5,12,42,1,8.4,21,7.92,2.98,59,60,1.0,1.0,1.0,0,
claude-sonnet-4-6,1claude_21abc32c,5,8,42,2,8.4,17,6.11,2.86,55,56,1.0,1.0,1.0,0,
claude-sonnet-4-6,2claude_55231cc2,5,8,42,3,8.4,17,5.64,2.79,55,56,1.0,1.0,1.0,0,
claude-sonnet-4-6,3claude_981f75e4,5,11,42,0,8.4,15,5.94,3.0,58,59,1.0,1.0,1.0,0,
gpt-5.4-2026-03-05,1openai_b16f5352,7,16,42,0,6,22,7.72,3.0,65,66,1.0,1.0,1.0,0,
gpt-5.4-2026-03-05,2openai_9f171815,6,18,42,1,7,17,5.44,3.0,66,67,1.0,1.0,1.0,0,
gpt-5.4-2026-03-05,3openai_38d87210,7,17,42,0,6,16,5.42,3.0,66,67,1.0,1.0,1.0,0,
gpt-5.4-mini-2026-03-17,1openai_dfaf0195,6,0,41,0,6.83,14,6.88,2.0,47,48,0.9762,1.0,0.988,0,
gpt-5.4-mini-2026-03-17,2openai_94d3112d,8,0,42,0,5.25,14,6.25,2.0,50,51,1.0,1.0,1.0,0,
gpt-5.4-mini-2026-03-17,3openai_ed25ca6c,7,0,42,0,6,15,6.38,2.0,49,50,1.0,1.0,1.0,0,
gpt-5.4-nano-2026-03-17,1openai_64433659,10,0,41,0,4.1,10,4.04,2.0,51,52,0.9762,1.0,0.988,0,
gpt-5.4-nano-2026-03-17,2openai_eb38cdb6,9,0,42,0,4.67,11,4.39,2.0,51,52,1.0,1.0,1.0,0,
gpt-5.4-nano-2026-03-17,3openai_2858a17a,10,0,42,0,4.2,12,4.44,2.0,52,53,1.0,1.0,1.0,0,
models/gemini-2.5-flash,1gemini_6743399c,2,4,42,12,21,30,12.73,4.0,59,60,1.0,1.0,1.0,0,
models/gemini-2.5-flash,2gemini_7ac4d311,1,3,42,42,42,42,0.0,4.0,55,56,1.0,1.0,1.0,0,
models/gemini-2.5-flash,3gemini_d582e818,1,3,42,42,42,42,0.0,4.0,55,56,1.0,1.0,1.0,0,
models/gemini-2.5-flash-lite,1gemini_1c82c7c3,4,11,41,7,10.25,16,3.95,3.0,56,57,0.9762,1.0,0.988,0,
models/gemini-2.5-flash-lite,2gemini_904acc39,4,11,41,7,10.25,16,3.95,3.0,56,57,0.9762,1.0,0.988,0,
models/gemini-2.5-flash-lite,3gemini_bd55134b,4,11,41,7,10.25,16,3.95,3.0,56,57,0.9762,1.0,0.988,0,
models/gemini-2.5-pro,1gemini_3b03d164,5,8,42,6,8.4,13,2.79,2.86,55,56,1.0,1.0,1.0,0,
models/gemini-2.5-pro,2gemini_b8e6cb38,5,9,41,1,8.2,13,4.44,2.98,55,56,0.9762,1.0,0.988,0,
models/gemini-2.5-pro,3gemini_75dffdbb,4,8,42,7,10.5,15,4.12,2.83,54,55,1.0,1.0,1.0,0,
