model_id,run_name,num_categories,num_subcategories,num_games,dist_min,dist_mean,dist_max,dist_stdev,avg_path_length,num_edges,num_nodes,recall,precision,f1,num_hallucinations,hallucinated_names
claude-haiku-4-5-20251001,1claude_6b71d60f,5,10,42,4,8.4,14,4.04,3.5,66,67,1.0,1.0,1.0,0,
claude-haiku-4-5-20251001,2claude_b1cc7645,4,10,42,8,10.5,15,3.11,3.69,69,70,1.0,1.0,1.0,0,
claude-haiku-4-5-20251001,3claude_475f9e9b,5,12,42,6,8.4,15,3.71,3.64,70,71,1.0,1.0,1.0,0,
claude-opus-4-6,1claude_be7b395b,6,12,42,1,7,15,6.03,2.93,60,61,1.0,1.0,1.0,0,
claude-opus-4-6,2claude_595aaa51,8,14,42,1,5.25,13,5.15,2.86,64,65,1.0,1.0,1.0,0,
claude-opus-4-6,3claude_10d59ce5,6,11,42,1,7,14,6.03,3.0,59,60,1.0,1.0,1.0,0,
claude-sonnet-4-6,1claude_cc26b81a,6,18,42,0,7,11,4.05,3.0,66,67,1.0,1.0,1.0,0,
claude-sonnet-4-6,2claude_cfd07486,7,16,42,1,6,11,3.92,2.98,65,66,1.0,1.0,1.0,0,
claude-sonnet-4-6,3claude_722d8171,5,17,42,3,8.4,11,3.44,3.0,64,65,1.0,1.0,1.0,0,
gpt-5.4-2026-03-05,1openai_f3480f49,5,11,38,0,7.6,18,7.64,3.0,54,55,1.0,1.0,1.0,0,
gpt-5.4-2026-03-05,2openai_bc943c43,6,17,42,0,7,16,6.07,3.0,65,66,1.0,1.0,1.0,0,
gpt-5.4-2026-03-05,3openai_a18ae31c,7,13,42,0,6,16,5.89,3.0,62,63,1.0,1.0,1.0,0,
gpt-5.4-mini-2026-03-17,1openai_80c7ee63,22,0,40,0,1.82,16,4.6,2.0,62,63,0.9524,1.0,0.9756,0,
gpt-5.4-mini-2026-03-17,2openai_be5d7e92,7,0,41,0,5.86,14,6.28,2.0,48,49,0.9762,1.0,0.988,0,
gpt-5.4-mini-2026-03-17,3openai_69e232f2,13,0,41,0,3.15,15,5.55,2.0,54,55,0.9762,1.0,0.988,0,
gpt-5.4-nano-2026-03-17,1openai_2bf112cb,11,0,41,0,3.73,12,3.61,2.0,52,53,1.0,1.0,1.0,0,
gpt-5.4-nano-2026-03-17,2openai_b37b8f89,13,0,42,1,3.23,8,1.88,2.0,55,56,1.0,1.0,1.0,0,
gpt-5.4-nano-2026-03-17,3openai_fee7c80a,9,0,42,1,4.67,17,5.07,2.0,51,52,1.0,1.0,1.0,0,
models/gemini-2.5-flash,1gemini_72e9f1a9,4,8,42,4,10.5,20,7.19,3.0,54,55,1.0,1.0,1.0,0,
models/gemini-2.5-flash,2gemini_606b2a35,4,8,42,4,10.5,20,7.19,3.0,54,55,1.0,1.0,1.0,0,
models/gemini-2.5-flash,3gemini_9b87ecdc,4,8,40,2,10,25,10.61,3.65,64,65,0.9524,0.9524,0.9524,2,Hashiwokakero (Bridges); Hebi (Snake)
models/gemini-2.5-flash-lite,1gemini_ba64446b,4,6,42,3,10.5,17,6.24,2.93,52,53,1.0,1.0,1.0,0,
models/gemini-2.5-flash-lite,2gemini_3f3a7e9f,4,6,42,3,10.5,17,6.24,2.93,52,53,1.0,1.0,1.0,0,
models/gemini-2.5-flash-lite,3gemini_70f8810e,4,6,42,3,10.5,17,6.24,2.93,52,53,1.0,1.0,1.0,0,
models/gemini-2.5-pro,1gemini_36cb50e0,4,15,42,7,10.5,15,3.42,3.0,61,62,1.0,1.0,1.0,0,
models/gemini-2.5-pro,2gemini_5950fe52,6,8,42,1,7,11,4.0,2.74,56,57,1.0,1.0,1.0,0,
models/gemini-2.5-pro,3gemini_6748473b,6,11,42,1,7,12,3.85,2.86,59,60,1.0,1.0,1.0,0,
